Season,Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn
KHARIF,HORTICULTURE,22,38,1,6,20,307,2018-10-25T10:55:50.367
0,AGRICULTURE,18,172,67,4,26,391,2018-10-25T10:55:30.553
0,AGRICULTURE,16,180,43,3,36,133,2018-10-25T10:53:43.397
0,AGRICULTURE,18,172,67,2,33,793,2018-10-25T10:50:04.637
0,AGRICULTURE,17,161,7,2,33,793,2018-10-25T10:47:50.71
0,AGRICULTURE,18,172,67,2,33,793,2018-10-25T10:43:44.853
,AGRICULTURE,5,174,1,6,20,47,2018-10-25T10:38:28.64
KHARIF,AGRICULTURE,5,174,1,6,20,231,2018-10-25T10:17:43.397
KHARIF,HORTICULTURE,22,75,1,6,20,66,2018-10-25T10:16:44.1
0,HORTICULTURE,11,189,7,1,55,804,2018-10-25T09:42:29.323
0,AGRICULTURE,17,161,7,5,19,774,2018-10-25T09:24:24.993
KHARIF,HORTICULTURE,11,176,47,6,20,696,2018-10-25T09:11:35.927
0,AGRICULTURE,18,172,67,3,36,710,2018-10-25T08:45:07.507
0,HORTICULTURE,22,58,7,3,36,32,2018-10-25T08:15:53.18
0,HORTICULTURE,22,58,7,3,36,936,2018-10-25T08:06:53.527
0,AGRICULTURE,18,172,67,3,36,133,2018-10-25T08:06:21.233
0,AGRICULTURE,8,72,7,3,36,572,2018-10-25T07:57:51.253
0,AGRICULTURE,18,172,67,2,33,443,2018-10-25T07:56:50.303
0,AGRICULTURE,8,72,7,3,36,572,2018-10-25T07:54:10.213
0,AGRICULTURE,18,172,67,3,36,281,2018-10-25T07:49:50.66
0,AGRICULTURE,18,172,67,4,26,302,2018-10-25T07:39:32.617
0,AGRICULTURE,20,27,67,2,33,512,2018-10-25T07:19:57.87
0,AGRICULTURE,5,174,7,3,36,241,2018-10-25T07:16:16.677
0,AGRICULTURE,5,166,7,5,19,62,2018-10-25T06:36:23.643
0,AGRICULTURE,18,172,67,1,55,804,2018-10-24T21:43:53.15
0,AGRICULTURE,0,0,7,1,55,804,2018-10-24T21:32:34.187
0,AGRICULTURE,18,172,67,2,33,348,2018-10-24T20:34:46.853
KHARIF,HORTICULTURE,11,110,1,6,20,231,2018-10-24T20:17:13.507
KHARIF,AGRICULTURE,5,174,1,6,20,231,2018-10-24T20:15:45.82
0,AGRICULTURE,17,108,7,3,36,55,2018-10-24T19:59:12.36
0,AGRICULTURE,8,72,7,3,36,24,2018-10-24T19:49:30.947
,AGRICULTURE,5,174,1,0,24,204,2018-10-24T19:03:00.873
0,AGRICULTURE,18,172,67,1,55,245,2018-10-24T18:56:01.34
0,AGRICULTURE,5,174,7,4,26,403,2018-10-24T18:48:21.153
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T18:41:11
0,HORTICULTURE,15,5,7,5,19,62,2018-10-24T18:38:08.417
0,AGRICULTURE,5,174,7,0,24,355,2018-10-24T18:33:42.153
0,AGRICULTURE,5,174,7,0,24,355,2018-10-24T18:23:29.943
0,AGRICULTURE,18,172,67,2,33,443,2018-10-24T18:07:16.127
0,HORTICULTURE,22,58,7,3,36,303,2018-10-24T17:57:05.553
0,HORTICULTURE,15,5,7,4,26,403,2018-10-24T17:42:19.097
0,AGRICULTURE,18,172,67,1,55,199,2018-10-24T17:39:03.597
0,AGRICULTURE,5,174,7,0,24,355,2018-10-24T17:38:19.933
KHARIF,HORTICULTURE,22,58,1,6,14,892,2018-10-24T17:36:02.12
0,AGRICULTURE,18,172,67,3,36,241,2018-10-24T17:24:03.193
0,AGRICULTURE,5,241,7,5,19,110,2018-10-24T17:13:56.13
0,AGRICULTURE,18,0,67,3,36,710,2018-10-24T17:10:31.943
0,AGRICULTURE,18,172,67,1,55,616,2018-10-24T17:10:31.037
0,AGRICULTURE,20,27,7,2,33,793,2018-10-24T17:01:17.343
KHARIF,HORTICULTURE,22,32,1,6,14,203,2018-10-24T16:55:42.88
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T16:50:36.837
0,AGRICULTURE,5,174,7,3,36,29,2018-10-24T16:30:44.04
0,AGRICULTURE,5,241,7,2,33,512,2018-10-24T16:30:33.34
0,AGRICULTURE,18,172,67,2,33,793,2018-10-24T16:21:15.9
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T16:20:45.403
0,AGRICULTURE,8,72,7,1,55,523,2018-10-24T16:18:25.843
0,AGRICULTURE,8,72,7,3,36,40,2018-10-24T16:15:06.367
0,AGRICULTURE,18,172,43,3,36,553,2018-10-24T16:13:11.52
0,AGRICULTURE,18,172,67,1,55,214,2018-10-24T16:11:55.173
KHARIF,AGRICULTURE,5,174,1,6,20,449,2018-10-24T16:05:45.73
0,AGRICULTURE,18,172,67,2,33,443,2018-10-24T15:58:08.493
0,AGRICULTURE,18,172,67,3,36,133,2018-10-24T15:49:34.08
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T15:42:00.09
KHARIF,HORTICULTURE,22,38,1,6,20,450,2018-10-24T15:41:14.287
0,AGRICULTURE,17,142,7,2,33,512,2018-10-24T15:28:04.627
0,AGRICULTURE,18,172,67,5,19,774,2018-10-24T15:21:25.5
0,AGRICULTURE,0,0,67,5,19,453,2018-10-24T15:20:13.443
0,AGRICULTURE,18,172,67,5,19,516,2018-10-24T15:09:45.93
0,HORTICULTURE,22,58,7,4,26,302,2018-10-24T15:07:33.64
0,HORTICULTURE,11,110,7,5,19,774,2018-10-24T15:03:51.06
0,AGRICULTURE,18,172,67,3,36,67,2018-10-24T14:35:56.867
0,AGRICULTURE,18,172,67,3,36,351,2018-10-24T14:35:39.283
0,AGRICULTURE,18,172,67,5,19,110,2018-10-24T14:26:04.237
0,AGRICULTURE,18,172,67,3,36,67,2018-10-24T14:19:03.173
KHARIF,AGRICULTURE,5,174,67,6,20,329,2018-10-24T14:06:03.523
0,AGRICULTURE,20,27,7,2,33,0,2018-10-24T14:01:45.543
0,AGRICULTURE,5,174,7,4,26,928,2018-10-24T13:53:38.323
0,AGRICULTURE,18,172,67,5,19,774,2018-10-24T13:50:21.56
0,AGRICULTURE,20,27,7,2,33,793,2018-10-24T13:44:14.02
KHARIF,HORTICULTURE,22,38,1,6,14,320,2018-10-24T13:30:52.943
0,AGRICULTURE,18,172,67,2,33,443,2018-10-24T13:28:53.603
0,HORTICULTURE,6,76,7,1,55,245,2018-10-24T13:23:45.487
0,HORTICULTURE,22,38,7,0,24,557,2018-10-24T13:23:14.143
0,AGRICULTURE,17,161,7,4,26,706,2018-10-24T13:18:41.253
0,AGRICULTURE,5,174,7,0,24,557,2018-10-24T13:16:55.063
0,AGRICULTURE,18,172,67,2,33,348,2018-10-24T13:16:29.51
0,AGRICULTURE,20,185,7,3,36,936,2018-10-24T13:15:55.033
0,HORTICULTURE,11,176,7,4,26,132,2018-10-24T13:14:58.25
0,AGRICULTURE,5,241,7,4,26,814,2018-10-24T13:12:49.143
0,AGRICULTURE,17,161,7,2,33,512,2018-10-24T13:06:14.477
0,AGRICULTURE,21,223,7,5,19,62,2018-10-24T12:55:16.67
0,AGRICULTURE,21,223,7,5,19,62,2018-10-24T12:40:40.883
KHARIF,HORTICULTURE,22,30,1,6,20,732,2018-10-24T12:32:21.307
0,AGRICULTURE,18,172,67,5,19,110,2018-10-24T12:18:07.81
0,HORTICULTURE,22,192,7,5,19,110,2018-10-24T12:17:37.907
0,AGRICULTURE,18,0,7,1,55,616,2018-10-24T12:13:47.18
KHARIF,AGRICULTURE,5,174,67,6,20,696,2018-10-24T12:07:26.243
KHARIF,AGRICULTURE,5,174,67,6,20,306,2018-10-24T12:06:35.667
0,HORTICULTURE,6,76,7,1,55,214,2018-10-24T12:06:22.673
KHARIF,AGRICULTURE,5,174,67,6,20,329,2018-10-24T12:06:05.137
0,HORTICULTURE,6,76,7,1,55,245,2018-10-24T11:55:15.13
0,AGRICULTURE,17,53,7,1,55,245,2018-10-24T11:53:18.66
0,AGRICULTURE,0,0,7,1,55,515,2018-10-24T11:37:11.13
0,HORTICULTURE,22,217,7,5,19,774,2018-10-24T11:33:44.363
0,AGRICULTURE,5,174,7,1,55,515,2018-10-24T11:26:10.62
KHARIF,AGRICULTURE,5,174,67,6,20,696,2018-10-24T11:25:55.46
0,AGRICULTURE,8,72,7,3,36,29,2018-10-24T11:25:48.313
0,AGRICULTURE,18,172,67,1,55,804,2018-10-24T11:23:11.517
0,AGRICULTURE,18,172,67,1,55,804,2018-10-24T11:22:51.11
0,AGRICULTURE,18,172,67,3,36,663,2018-10-24T11:17:33.633
0,AGRICULTURE,5,174,7,0,24,694,2018-10-24T11:14:43.11
0,HORTICULTURE,22,58,7,4,26,132,2018-10-24T11:14:39.663
KHARIF,AGRICULTURE,5,174,67,6,20,168,2018-10-24T11:14:14.907
0,AGRICULTURE,8,72,7,3,36,32,2018-10-24T11:11:38.92
0,AGRICULTURE,18,172,67,5,19,774,2018-10-24T11:05:02.21
0,HORTICULTURE,6,71,7,3,36,40,2018-10-24T10:57:39.013
KHARIF,AGRICULTURE,5,174,1,6,20,696,2018-10-24T10:48:06.757
0,HORTICULTURE,22,32,7,3,36,138,2018-10-24T10:38:40.27
0,AGRICULTURE,0,0,6,1,55,523,2018-10-24T10:28:50.883
0,AGRICULTURE,18,172,67,3,36,484,2018-10-24T10:21:44.88
0,AGRICULTURE,17,108,7,3,36,402,2018-10-24T10:15:29.743
0,HORTICULTURE,6,76,7,1,55,245,2018-10-24T10:14:15.363
0,AGRICULTURE,17,108,7,3,36,402,2018-10-24T10:14:15.033
KHARIF,AGRICULTURE,5,174,1,6,20,231,2018-10-24T10:14:12.337
0,AGRICULTURE,20,33,7,3,36,871,2018-10-24T10:10:25.603
0,AGRICULTURE,20,33,7,3,36,871,2018-10-24T10:10:21.47
0,AGRICULTURE,18,0,67,3,36,55,2018-10-24T09:52:05.253
KHARIF,AGRICULTURE,5,174,47,6,20,47,2018-10-24T09:51:57.453
0,AGRICULTURE,18,0,67,2,33,793,2018-10-24T09:49:15.137
0,AGRICULTURE,18,172,67,2,33,793,2018-10-24T09:36:28.017
KHARIF,AGRICULTURE,5,174,67,6,20,329,2018-10-24T09:22:14.833
KHARIF,AGRICULTURE,5,174,67,6,20,306,2018-10-24T09:16:39.2
0,HORTICULTURE,6,76,7,1,55,515,2018-10-24T09:16:22.787
KHARIF,AGRICULTURE,5,174,1,6,20,306,2018-10-24T09:15:22.04
KHARIF,HORTICULTURE,22,169,67,6,20,66,2018-10-24T09:07:13.773
0,HORTICULTURE,22,35,7,3,36,744,2018-10-24T09:06:27.38
0,AGRICULTURE,18,172,67,2,33,443,2018-10-24T09:05:04.247
0,AGRICULTURE,18,172,67,2,33,443,2018-10-24T09:03:45.187
0,HORTICULTURE,22,35,7,3,36,744,2018-10-24T09:03:31.317
0,AGRICULTURE,18,0,67,4,26,706,2018-10-24T08:54:48.327
,HORTICULTURE,22,86,1,6,20,231,2018-10-24T08:51:39.503
KHARIF,AGRICULTURE,5,174,67,6,20,306,2018-10-24T08:49:41.16
0,AGRICULTURE,5,241,7,1,55,515,2018-10-24T08:41:30.88
KHARIF,AGRICULTURE,5,174,67,6,20,307,2018-10-24T08:39:51.913
KHARIF,AGRICULTURE,5,174,1,6,20,732,2018-10-24T08:39:30.277
0,AGRICULTURE,5,174,7,0,24,784,2018-10-24T08:37:46.083
0,HORTICULTURE,11,110,7,4,26,140,2018-10-24T08:37:36.677
0,HORTICULTURE,22,58,7,2,33,443,2018-10-24T08:36:45.523
0,HORTICULTURE,22,58,7,3,36,635,2018-10-24T08:36:24.31
0,HORTICULTURE,22,58,7,3,36,635,2018-10-24T08:33:34.923
0,AGRICULTURE,18,172,67,5,19,110,2018-10-24T08:07:12.157
0,AGRICULTURE,16,215,7,3,36,936,2018-10-24T07:56:46.407
0,AGRICULTURE,18,172,67,3,36,651,2018-10-24T07:53:55.727
0,AGRICULTURE,5,174,7,0,24,355,2018-10-24T07:45:18.99
0,HORTICULTURE,22,38,7,0,24,30,2018-10-24T07:36:12.067
0,AGRICULTURE,5,174,7,3,36,186,2018-10-24T07:33:49.59
0,HORTICULTURE,22,38,7,0,24,30,2018-10-24T07:30:47.447
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T07:29:05.373
0,HORTICULTURE,22,58,7,3,36,281,2018-10-24T07:27:31.07
0,AGRICULTURE,5,174,7,3,36,186,2018-10-24T07:25:10.827
0,AGRICULTURE,5,241,7,4,26,302,2018-10-24T07:24:47.473
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T07:23:46.12
0,AGRICULTURE,18,172,67,2,33,512,2018-10-24T07:22:46.45
0,AGRICULTURE,18,172,67,2,33,348,2018-10-24T07:13:12.723
0,AGRICULTURE,18,172,67,2,33,348,2018-10-24T07:03:11.543
KHARIF,AGRICULTURE,5,174,67,6,20,307,2018-10-24T06:54:35.48
0,AGRICULTURE,5,174,7,3,36,55,2018-10-24T06:48:46.96
0,AGRICULTURE,5,174,7,3,36,55,2018-10-24T06:47:59.207
0,AGRICULTURE,18,172,67,4,26,814,2018-10-24T06:43:42.897
0,AGRICULTURE,18,172,67,2,33,443,2018-10-24T06:30:04.127
0,AGRICULTURE,18,172,67,3,36,67,2018-10-24T06:23:26.607
KHARIF,HORTICULTURE,11,3,1,6,20,374,2018-10-23T20:36:02.093
0,AGRICULTURE,8,72,7,3,36,536,2018-10-23T20:19:27.35
,HORTICULTURE,9,149,1,6,20,306,2018-10-23T20:16:09.27
0,AGRICULTURE,5,174,7,3,36,36,2018-10-23T20:11:30.347
0,HORTICULTURE,6,91,7,1,55,523,2018-10-23T19:58:09.06
0,HORTICULTURE,6,76,7,1,55,937,2018-10-23T19:50:27.733
0,ANIMAL HUSBANDRY,2,173,7,5,19,62,2018-10-23T19:41:14.243
,AGRICULTURE,5,174,1,0,24,784,2018-10-23T19:28:43.02
0,AGRICULTURE,8,72,7,3,36,936,2018-10-23T19:23:22.27
0,AGRICULTURE,8,72,7,3,36,281,2018-10-23T18:55:44.53
0,AGRICULTURE,8,72,7,3,36,281,2018-10-23T18:51:48.093
KHARIF,AGRICULTURE,5,174,1,6,20,732,2018-10-23T18:43:35.91
0,AGRICULTURE,20,27,7,4,26,800,2018-10-23T18:41:12.22
0,AGRICULTURE,5,174,7,3,36,133,2018-10-23T18:40:26.153
0,HORTICULTURE,6,99,7,2,33,348,2018-10-23T17:54:49.557
0,AGRICULTURE,5,174,7,0,24,664,2018-10-23T17:49:21.083
0,AGRICULTURE,18,172,67,2,33,348,2018-10-23T17:47:51.63
0,AGRICULTURE,18,172,67,1,55,199,2018-10-23T17:47:01.633
0,AGRICULTURE,5,174,7,3,36,29,2018-10-23T17:46:47.22
0,AGRICULTURE,0,0,43,4,26,174,2018-10-23T17:26:44.3
0,HORTICULTURE,6,0,7,3,36,939,2018-10-23T17:25:42.553
0,HORTICULTURE,22,58,7,3,36,281,2018-10-23T17:20:50.38
0,AGRICULTURE,18,172,67,5,19,516,2018-10-23T17:17:07.05
0,AGRICULTURE,5,174,7,0,24,664,2018-10-23T17:05:52.563
0,AGRICULTURE,5,174,7,0,24,355,2018-10-23T17:05:10.85
0,AGRICULTURE,17,108,7,3,36,284,2018-10-23T17:00:46.38
0,HORTICULTURE,11,28,7,1,55,937,2018-10-23T17:00:27.91
0,AGRICULTURE,17,108,7,3,36,284,2018-10-23T16:59:12.78
0,AGRICULTURE,18,172,67,4,26,132,2018-10-23T16:53:06.447
0,AGRICULTURE,17,108,7,3,36,635,2018-10-23T16:51:46.777
KHARIF,HORTICULTURE,22,38,38,6,20,66,2018-10-23T16:49:32.6
0,AGRICULTURE,16,147,7,3,36,402,2018-10-23T16:45:22.89
0,AGRICULTURE,17,53,7,1,55,245,2018-10-23T16:31:53.213
0,AGRICULTURE,18,172,67,2,33,443,2018-10-23T16:27:01.807
0,HORTICULTURE,15,163,7,2,33,512,2018-10-23T16:14:35.467
KHARIF,HORTICULTURE,22,231,1,6,20,863,2018-10-23T16:08:38.32
0,AGRICULTURE,20,185,7,3,36,710,2018-10-23T16:04:20.92
0,AGRICULTURE,18,172,67,4,26,302,2018-10-23T15:59:41.973
0,HORTICULTURE,22,58,7,3,36,936,2018-10-23T15:59:41.927
0,AGRICULTURE,17,161,7,4,26,302,2018-10-23T15:39:18.82
0,AGRICULTURE,5,241,7,2,33,348,2018-10-23T15:36:42.303
0,AGRICULTURE,5,241,7,2,33,348,2018-10-23T15:36:42.193
KHARIF,AGRICULTURE,5,174,67,6,20,329,2018-10-23T15:33:03.84
0,AGRICULTURE,17,142,7,5,19,656,2018-10-23T15:28:04.053
0,AGRICULTURE,17,161,7,4,26,302,2018-10-23T15:23:13.08
0,AGRICULTURE,18,172,67,5,19,110,2018-10-23T15:07:52.1
0,AGRICULTURE,18,172,67,3,36,471,2018-10-23T15:06:13.307
KHARIF,HORTICULTURE,22,38,67,6,20,374,2018-10-23T14:58:20.39
KHARIF,AGRICULTURE,5,174,1,6,20,450,2018-10-23T14:56:54.823
0,AGRICULTURE,5,174,7,0,24,664,2018-10-23T14:43:42.12
KHARIF,AGRICULTURE,5,174,67,6,20,696,2018-10-23T14:42:12.28
0,HORTICULTURE,6,91,7,1,55,937,2018-10-23T14:37:26.847
0,AGRICULTURE,17,161,7,2,33,348,2018-10-23T14:35:48.503
KHARIF,AGRICULTURE,5,174,67,6,20,307,2018-10-23T14:34:32.717
0,AGRICULTURE,18,172,67,2,33,348,2018-10-23T14:31:22.273
0,AGRICULTURE,0,0,7,3,36,481,2018-10-23T14:20:06.07
0,AGRICULTURE,18,172,67,5,19,110,2018-10-23T14:17:16.61
0,AGRICULTURE,18,172,67,4,26,814,2018-10-23T14:10:00.493
0,AGRICULTURE,5,174,7,3,36,133,2018-10-23T14:09:04.63
0,AGRICULTURE,5,174,7,3,36,133,2018-10-23T14:07:48.843
0,HORTICULTURE,15,114,7,4,26,132,2018-10-23T14:01:00.95
0,HORTICULTURE,11,176,7,0,24,74,2018-10-23T13:49:03.127
0,AGRICULTURE,17,161,7,1,55,245,2018-10-23T13:46:34.037
0,AGRICULTURE,18,172,67,3,36,920,2018-10-23T13:45:57.893
0,HORTICULTURE,11,176,7,0,24,74,2018-10-23T13:42:47.727
0,AGRICULTURE,8,72,7,1,55,201,2018-10-23T13:38:20.203
0,AGRICULTURE,18,172,67,3,36,0,2018-10-23T13:32:57.827
0,AGRICULTURE,18,0,7,1,55,214,2018-10-23T13:30:54.54
0,AGRICULTURE,8,72,7,1,55,937,2018-10-23T13:26:23.003
KHARIF,HORTICULTURE,22,38,1,6,14,320,2018-10-23T13:20:53.53
0,AGRICULTURE,17,161,7,2,33,839,2018-10-23T13:16:41.17
0,AGRICULTURE,18,172,67,3,36,310,2018-10-23T13:15:47.753
0,AGRICULTURE,18,172,43,1,55,804,2018-10-23T13:09:00.123
KHARIF,AGRICULTURE,5,174,67,6,20,307,2018-10-23T13:04:23.957
0,AGRICULTURE,17,161,7,2,33,793,2018-10-23T13:03:07.5
0,ANIMAL HUSBANDRY,2,36,7,5,19,516,2018-10-23T12:49:27.857
0,AGRICULTURE,17,161,7,4,26,132,2018-10-23T12:47:08.52
0,AGRICULTURE,18,172,67,4,26,140,2018-10-23T12:45:53.263
0,HORTICULTURE,6,76,7,1,55,322,2018-10-23T12:44:54.64
KHARIF,AGRICULTURE,5,174,67,6,20,168,2018-10-23T12:25:26.007
0,AGRICULTURE,5,174,7,5,19,62,2018-10-23T12:23:54.98
0,HORTICULTURE,22,58,7,2,33,443,2018-10-23T12:20:35.597
0,HORTICULTURE,22,58,7,2,33,443,2018-10-23T12:19:57.423
0,AGRICULTURE,0,0,67,2,33,443,2018-10-23T12:17:51.84
0,AGRICULTURE,18,172,67,3,36,223,2018-10-23T12:15:25.967
0,HORTICULTURE,11,170,7,2,33,348,2018-10-23T12:15:25.043
0,AGRICULTURE,18,0,7,1,55,201,2018-10-23T12:14:41.897
KHARIF,HORTICULTURE,22,58,23,6,14,202,2018-10-23T12:13:45.533
0,AGRICULTURE,18,172,67,3,36,223,2018-10-23T12:13:40.133
0,AGRICULTURE,5,241,7,5,19,656,2018-10-23T12:12:09.42
0,HORTICULTURE,6,91,7,1,55,322,2018-10-23T11:49:02.917
0,FISHERIES,13,97,7,0,24,694,2018-10-23T11:42:20.25
0,AGRICULTURE,18,172,67,4,26,132,2018-10-23T11:42:15.163
0,AGRICULTURE,18,172,67,1,55,199,2018-10-23T11:41:14.15
0,HORTICULTURE,11,176,7,3,36,70,2018-10-23T11:37:40.477
0,AGRICULTURE,20,27,7,1,55,245,2018-10-23T11:23:23.923
0,AGRICULTURE,18,172,67,5,19,774,2018-10-23T11:20:48.02
0,AGRICULTURE,20,27,7,1,55,201,2018-10-23T11:14:16.417
0,AGRICULTURE,20,27,7,1,55,515,2018-10-23T11:00:32.59
0,AGRICULTURE,18,172,67,3,36,22,2018-10-23T10:59:43.04
0,HORTICULTURE,22,58,67,3,36,596,2018-10-23T10:58:48.81
0,HORTICULTURE,22,58,7,3,36,303,2018-10-23T10:43:17.977
0,AGRICULTURE,18,172,43,3,36,402,2018-10-23T10:41:48.57
0,AGRICULTURE,18,0,67,4,26,132,2018-10-23T10:34:35.653
0,HORTICULTURE,22,58,7,3,36,24,2018-10-23T10:33:46.373
0,AGRICULTURE,18,172,67,4,26,140,2018-10-23T10:26:24.08
0,AGRICULTURE,17,161,7,4,26,800,2018-10-23T10:23:43.32
0,HORTICULTURE,22,178,7,5,19,62,2018-10-23T10:20:55.917
KHARIF,AGRICULTURE,5,174,67,6,20,821,2018-10-23T09:50:29.43
0,AGRICULTURE,18,172,67,4,26,140,2018-10-23T09:31:30.47
0,AGRICULTURE,18,172,67,1,55,804,2018-10-23T09:11:43.257
0,HORTICULTURE,22,58,7,3,36,241,2018-10-23T08:58:38.403
0,HORTICULTURE,22,58,7,3,36,241,2018-10-23T08:57:08.623
0,AGRICULTURE,20,27,7,1,55,515,2018-10-23T08:45:47.777
0,HORTICULTURE,6,76,7,1,55,515,2018-10-23T08:37:53.847
0,AGRICULTURE,18,172,67,3,36,22,2018-10-23T08:22:56.997
0,HORTICULTURE,22,58,7,3,36,936,2018-10-23T08:18:00.317
0,HORTICULTURE,22,58,7,3,36,281,2018-10-23T07:47:08.307
0,HORTICULTURE,6,91,7,1,55,0,2018-10-23T07:43:21.933
0,HORTICULTURE,22,58,7,3,36,281,2018-10-23T07:37:14.13
0,AGRICULTURE,18,172,67,4,26,814,2018-10-23T07:30:55.253
0,AGRICULTURE,5,174,7,3,36,186,2018-10-23T07:27:54.027
0,AGRICULTURE,18,172,67,4,26,814,2018-10-23T07:22:00.513
0,HORTICULTURE,22,58,7,3,36,536,2018-10-23T07:19:13.483
0,AGRICULTURE,18,172,67,4,26,814,2018-10-23T07:08:42.367
0,HORTICULTURE,22,58,7,3,36,281,2018-10-23T07:02:25.593
0,HORTICULTURE,22,58,7,3,36,536,2018-10-23T06:50:47.507
0,AGRICULTURE,18,172,67,0,24,557,2018-10-23T06:40:45.83
0,AGRICULTURE,5,174,7,3,36,186,2018-10-23T06:33:42.6
0,AGRICULTURE,18,0,67,4,26,140,2018-10-23T06:23:48.563
,AGRICULTURE,5,174,1,0,24,664,2018-10-22T20:55:00.373
0,AGRICULTURE,18,172,67,4,26,132,2018-10-22T20:47:50.56
,AGRICULTURE,5,174,1,0,24,664,2018-10-22T20:35:05.89
0,AGRICULTURE,20,185,7,4,26,302,2018-10-22T19:52:34.3
0,AGRICULTURE,5,20,7,3,36,546,2018-10-22T19:25:52.11
0,AGRICULTURE,20,27,7,2,33,512,2018-10-22T19:20:45.303
0,AGRICULTURE,5,174,7,0,24,355,2018-10-22T19:07:10.213
0,AGRICULTURE,8,72,7,1,55,201,2018-10-22T18:44:41.107
KHARIF,AGRICULTURE,5,174,67,6,20,329,2018-10-22T18:43:34.103
0,AGRICULTURE,16,147,7,3,36,936,2018-10-22T18:32:37.31
0,AGRICULTURE,8,72,7,1,55,201,2018-10-22T18:26:27.853
0,HORTICULTURE,22,58,7,1,55,214,2018-10-22T18:24:15.987
,AGRICULTURE,5,174,1,0,24,204,2018-10-22T17:57:07.45
0,AGRICULTURE,18,172,67,1,55,199,2018-10-22T17:56:46.42
0,AGRICULTURE,18,172,67,4,26,302,2018-10-22T17:43:37.803
0,AGRICULTURE,5,174,7,3,36,138,2018-10-22T17:26:49.04
0,AGRICULTURE,5,174,7,3,36,138,2018-10-22T17:25:27.61
0,AGRICULTURE,5,174,7,3,36,697,2018-10-22T17:24:09.313
KHARIF,AGRICULTURE,5,174,1,6,20,47,2018-10-22T17:20:00.023
0,AGRICULTURE,5,174,7,3,36,917,2018-10-22T17:18:15.893
0,AGRICULTURE,18,172,67,5,19,62,2018-10-22T17:12:37.887
0,AGRICULTURE,18,172,67,5,19,774,2018-10-22T17:11:44.66
0,HORTICULTURE,22,58,7,3,36,29,2018-10-22T17:03:20.487
0,AGRICULTURE,20,33,7,3,36,241,2018-10-22T16:43:37.31
0,AGRICULTURE,5,174,7,3,36,936,2018-10-22T16:42:18.89
0,AGRICULTURE,18,172,67,4,26,928,2018-10-22T16:24:22.267
0,AGRICULTURE,20,27,7,1,55,245,2018-10-22T16:23:39.663
0,AGRICULTURE,18,172,67,3,36,663,2018-10-22T16:16:21.097
0,AGRICULTURE,18,172,67,4,26,800,2018-10-22T16:10:27.787
0,AGRICULTURE,8,72,7,1,55,523,2018-10-22T16:04:05.163
0,AGRICULTURE,5,174,7,3,36,138,2018-10-22T15:37:56.64
0,HORTICULTURE,11,148,7,3,36,138,2018-10-22T15:35:38.94
0,AGRICULTURE,18,172,67,3,36,32,2018-10-22T15:18:04.81
0,AGRICULTURE,17,108,7,3,36,138,2018-10-22T15:15:41.54
0,HORTICULTURE,19,80,7,1,55,199,2018-10-22T15:13:34.697
0,AGRICULTURE,8,72,7,1,55,523,2018-10-22T14:40:13.677
0,AGRICULTURE,8,72,7,1,55,523,2018-10-22T14:40:12.753
0,AGRICULTURE,5,174,7,0,24,71,2018-10-22T14:38:27.19
0,HORTICULTURE,6,76,7,1,55,322,2018-10-22T14:38:11.433
0,HORTICULTURE,22,58,7,3,36,281,2018-10-22T14:26:06.747
0,AGRICULTURE,18,172,67,4,26,174,2018-10-22T14:15:49.157
0,HORTICULTURE,0,0,7,1,55,199,2018-10-22T14:12:15.31
KHARIF,HORTICULTURE,22,38,1,6,14,320,2018-10-22T14:08:51.073
0,AGRICULTURE,8,72,7,3,36,635,2018-10-22T13:57:33.02
0,AGRICULTURE,8,72,7,3,36,635,2018-10-22T13:57:02.16
0,AGRICULTURE,18,172,67,4,26,302,2018-10-22T13:47:41.183
0,AGRICULTURE,18,172,67,3,36,67,2018-10-22T13:44:54.31
0,AGRICULTURE,5,174,7,3,36,852,2018-10-22T13:41:04.957
0,AGRICULTURE,18,172,67,3,36,36,2018-10-22T13:34:16.67
KHARIF,AGRICULTURE,5,174,67,6,20,307,2018-10-22T13:19:45.61
KHARIF,HORTICULTURE,11,138,1,6,20,231,2018-10-22T13:07:38.023
0,AGRICULTURE,18,172,67,3,36,186,2018-10-22T13:02:17.94
0,AGRICULTURE,5,174,7,3,36,852,2018-10-22T13:01:34.76
0,AGRICULTURE,18,172,67,3,36,0,2018-10-22T13:01:26.01
0,AGRICULTURE,18,0,7,3,36,351,2018-10-22T12:57:17.203
KHARIF,AGRICULTURE,5,174,67,6,20,728,2018-10-22T12:52:11.223
0,AGRICULTURE,5,174,7,3,36,233,2018-10-22T12:47:22.17
KHARIF,AGRICULTURE,5,174,1,6,14,203,2018-10-22T12:34:54.6
0,HORTICULTURE,22,87,7,1,55,616,2018-10-22T12:31:17.87
0,HORTICULTURE,22,87,7,1,55,616,2018-10-22T12:30:45.03
0,AGRICULTURE,18,172,67,3,36,481,2018-10-22T12:23:55.48
