Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName
1,18,172,23,0,48,798
1,21,223,1,4,7,61
1,18,172,43,2,27,337
4,22,38,67,6,11,511
1,5,174,47,6,42,630
1,21,223,1,4,7,61
1,18,172,67,4,7,61
1,18,172,67,2,27,631
1,5,174,67,5,19,62
1,18,172,67,3,36,67
1,5,174,68,0,48,455
1,8,72,68,3,40,881
4,11,18,1,5,19,453
1,5,174,1,6,42,118
1,8,72,68,3,40,474
1,5,174,67,6,42,256
1,5,174,1,3,36,491
1,8,72,67,1,31,875
1,20,33,63,0,48,738
1,8,72,68,3,28,269
4,22,188,1,6,42,256
1,18,172,54,0,48,798
1,5,174,68,3,28,916
1,5,174,27,6,11,761
1,18,172,67,3,36,133
1,10,43,23,3,28,95
1,18,172,67,3,28,198
1,18,172,67,3,40,869
4,9,200,1,4,7,141
1,21,223,68,4,7,61
1,18,172,67,3,40,598
1,18,172,67,3,28,123
1,16,147,68,3,40,869
1,17,211,63,0,48,234
1,18,172,67,3,28,339
1,18,172,67,3,28,95
4,22,188,1,6,42,764
1,18,172,67,4,7,721
1,18,172,67,4,7,721
1,21,223,27,4,7,61
1,5,174,67,6,42,665
1,5,174,67,5,19,774
1,5,174,67,6,42,665
1,10,84,23,5,19,62
1,5,174,67,5,19,453
1,18,172,67,2,27,337
1,5,174,23,4,7,182
1,21,223,1,5,19,516
1,8,72,27,3,40,282
1,16,180,68,2,27,337
1,18,172,54,0,48,83
1,18,172,67,3,36,476
1,18,172,67,2,27,337
1,18,172,23,1,31,581
1,18,172,67,3,36,476
1,18,172,67,3,36,920
1,21,223,1,5,19,62
1,18,172,67,3,28,563
4,22,58,23,3,36,635
1,5,174,67,5,45,685
1,18,172,67,3,36,299
1,8,72,68,3,28,183
1,18,172,67,3,28,236
1,18,172,67,1,31,415
1,18,172,67,3,40,621
1,5,174,1,3,28,811
4,22,231,1,5,45,685
1,5,174,1,3,28,797
1,18,172,67,3,28,183
4,11,138,1,2,27,419
4,22,231,23,5,45,685
1,18,172,67,3,40,950
1,17,216,68,3,40,650
1,18,172,67,3,40,650
1,5,174,67,6,42,454
1,20,185,68,3,36,917
1,21,223,1,5,19,656
1,18,172,67,5,19,656
4,22,38,1,3,28,270
1,18,172,67,3,40,495
1,20,185,63,3,36,635
1,18,172,67,3,28,123
4,9,149,1,6,42,665
1,18,172,67,3,36,36
1,18,172,67,3,40,176
1,8,72,68,3,36,233
1,18,172,67,4,7,61
1,16,147,68,3,28,877
4,11,176,1,3,36,0
1,18,172,67,3,28,877
1,18,172,67,2,27,631
1,18,172,67,4,7,141
1,8,72,68,3,36,553
1,20,185,68,3,28,270
1,16,180,63,2,27,631
4,11,112,45,1,31,581
1,5,174,67,5,19,774
4,22,7,1,6,42,765
1,8,72,68,3,36,186
1,18,172,67,3,36,133
1,8,72,68,3,36,276
1,16,147,58,3,36,660
4,22,30,64,2,27,795
1,18,172,67,2,27,795
1,5,174,67,5,19,453
1,16,147,58,3,36,660
4,19,66,1,6,11,841
1,18,172,1,1,31,457
1,5,174,67,6,11,783
1,16,147,1,3,28,782
1,16,180,67,2,27,419
1,18,172,67,5,19,110
4,22,188,1,6,42,764
1,5,174,67,5,19,516
1,18,172,67,4,7,721
1,18,172,67,4,7,141
1,18,172,67,5,19,516
4,11,148,27,5,19,62
1,18,172,67,4,7,459
1,18,172,67,3,40,869
1,5,174,1,4,7,459
1,18,172,67,3,40,869
1,18,172,67,4,7,84
1,5,174,67,6,42,159
1,16,147,68,3,36,55
1,5,174,68,0,48,738
4,11,11,23,5,45,756
4,22,54,23,0,48,798
1,18,172,67,2,27,419
4,22,231,1,5,45,235
1,18,172,67,5,19,516
1,5,174,67,6,11,783
1,18,172,67,0,48,798
4,22,38,1,6,42,764
4,22,38,1,6,42,625
4,22,30,1,6,42,764
4,22,58,1,6,42,625
4,22,188,1,6,42,764
4,22,58,1,6,42,625
1,5,174,68,6,11,511
1,5,174,27,6,11,586
1,8,72,1,3,28,270
1,20,185,58,3,28,339
1,8,127,1,6,42,109
1,18,172,67,3,40,809
1,8,72,1,3,28,404
1,16,215,1,2,27,631
1,8,72,23,1,31,415
1,18,172,67,2,27,631
1,18,172,27,4,7,141
1,16,147,1,3,28,750
1,16,180,67,2,27,419
1,18,172,67,3,36,133
4,22,192,1,3,40,700
1,5,174,63,3,36,710
4,11,176,28,6,11,150
1,18,172,67,3,28,149
1,21,223,1,4,7,61
4,22,58,1,6,42,106
1,18,172,67,3,40,479
1,18,172,67,5,19,774
1,5,174,1,5,19,516
1,18,172,67,3,40,809
1,5,174,0,6,11,150
1,8,72,68,3,40,480
1,5,174,67,4,7,61
1,5,174,27,3,40,650
1,18,172,38,3,36,138
1,17,108,38,2,27,337
1,18,172,67,3,28,836
4,22,58,1,6,42,256
1,18,172,67,3,28,183
4,22,38,9,3,36,712
1,8,72,68,3,40,480
1,21,223,1,5,19,656
1,18,172,67,3,36,133
1,18,172,9,3,36,920
1,16,147,63,3,36,871
1,18,172,67,3,40,35
4,22,58,1,3,36,871
1,18,172,67,3,28,563
1,8,72,1,1,31,415
1,8,72,1,1,31,415
1,5,174,63,3,36,936
4,22,23,1,0,48,234
1,18,172,68,5,45,758
1,18,172,67,3,28,811
1,18,172,67,5,19,62
1,8,72,23,1,31,415
1,18,172,67,2,27,631
4,22,198,1,6,42,365
1,18,172,67,3,40,35
1,16,147,68,3,36,553
1,16,147,68,3,36,660
1,16,215,68,3,36,325
1,5,174,67,4,7,141
1,18,172,23,3,28,172
1,16,147,1,3,40,598
1,18,172,67,2,27,337
1,18,172,67,5,19,516
1,18,172,67,3,40,411
4,6,92,23,3,40,588
1,5,174,67,6,11,761
4,15,5,23,3,36,208
1,18,172,67,4,7,61
1,21,223,0,4,7,61
1,18,172,27,1,31,431
1,20,107,47,3,40,480
1,5,174,67,4,7,182
1,21,223,1,4,7,721
1,5,174,67,6,42,630
1,16,147,23,3,36,553
1,18,172,67,3,36,920
1,18,172,67,5,19,774
4,22,38,1,6,42,630
4,11,63,27,3,36,555
1,18,172,67,3,40,617
1,5,174,1,3,28,714
1,20,185,58,3,36,402
1,5,174,67,6,11,344
4,22,231,1,3,36,847
1,18,172,67,4,7,182
1,18,172,67,4,7,84
1,18,172,67,3,40,809
1,8,72,1,3,28,811
4,11,176,1,2,27,631
1,5,174,27,3,40,261
1,18,172,22,0,48,513
1,21,223,23,5,19,516
1,5,174,27,4,7,61
1,21,223,67,5,19,62
1,18,172,67,3,36,223
1,18,172,67,3,28,237
1,8,72,68,3,40,495
1,20,185,68,3,36,555
1,5,174,67,5,19,656
1,18,172,67,3,40,950
4,22,58,1,6,42,256
1,18,172,67,5,45,235
1,5,174,27,3,40,810
1,18,172,67,5,19,774
1,5,174,27,3,36,553
1,5,174,67,4,7,459
4,22,38,1,0,48,83
1,18,172,67,1,31,875
1,18,172,67,2,27,337
1,5,174,67,5,19,516
1,5,174,23,5,19,516
1,18,172,67,5,19,774
1,5,174,63,3,36,697
1,5,174,67,4,7,459
1,5,174,63,3,36,697
4,22,48,1,5,45,235
4,22,54,1,5,45,756
1,18,172,67,1,31,581
4,11,63,47,3,28,921
1,18,172,67,3,40,571
1,5,174,23,1,31,875
1,5,174,1,4,7,61
1,18,172,67,4,7,61
1,5,174,47,3,40,176
4,15,220,1,6,42,327
1,18,172,67,1,31,875
1,18,172,67,2,27,631
1,18,172,67,4,7,84
1,18,172,68,0,48,83
1,18,172,68,0,48,83
1,18,172,67,3,28,782
1,5,174,68,0,48,83
1,18,172,22,0,48,83
4,22,58,9,3,40,683
1,8,72,68,3,28,404
4,22,198,1,6,42,365
1,5,174,67,5,19,656
1,18,172,67,2,27,337
1,21,223,67,5,19,453
1,17,216,58,3,28,782
1,18,172,67,5,19,453
1,21,223,1,4,7,84
1,18,172,67,3,40,411
1,5,174,23,1,31,875
1,8,72,1,1,31,415
4,22,58,1,4,7,141
1,18,172,67,3,40,395
4,22,58,1,0,48,513
1,20,185,68,3,40,817
1,21,223,27,4,7,61
1,5,174,67,6,11,760
1,16,180,63,4,7,459
1,5,174,67,6,42,365
1,18,172,67,5,19,516
1,18,172,67,4,7,141
1,5,174,67,5,19,774
4,22,38,1,6,42,365
1,18,172,67,2,27,795
1,18,172,1,4,7,721
1,18,172,68,0,48,798
1,8,72,47,3,28,198
1,18,172,67,5,45,756
1,8,72,68,3,28,183
1,18,172,67,5,19,516
4,22,38,1,6,42,256
4,22,38,1,6,42,365
1,8,72,68,3,28,183
1,18,172,38,5,45,486
4,22,58,1,6,42,365
1,18,172,67,2,27,631
1,18,172,67,3,36,67
4,22,38,67,6,42,779
4,11,63,1,6,11,760
1,20,185,68,3,36,546
1,8,72,68,3,28,952
1,18,172,38,1,31,415
1,18,172,67,3,40,817
4,22,38,1,6,42,256
1,5,174,1,6,11,463
4,22,38,1,6,42,256
1,8,72,68,3,36,67
4,22,32,1,6,11,586
1,18,172,67,2,27,631
4,22,30,1,6,42,518
1,18,172,67,3,36,133
1,5,174,27,3,28,123
1,18,172,67,4,7,721
1,18,172,67,3,36,635
1,18,172,67,4,7,721
1,5,174,67,6,11,587
1,18,172,67,5,19,62
4,22,58,47,6,42,256
1,18,172,67,3,28,877
1,18,172,67,3,36,55
1,16,147,68,3,36,493
1,18,172,23,3,36,541
1,18,172,67,5,19,774
1,20,185,68,3,36,546
4,22,38,1,6,42,0
1,4,24,62,5,19,656
4,22,188,47,6,42,365
4,22,188,1,6,42,365
1,21,223,1,4,7,182
4,22,38,1,6,11,783
2,2,184,24,5,19,110
4,22,188,1,6,42,365
4,22,38,47,6,42,109
1,18,172,67,3,40,42
1,20,185,63,3,40,187
1,5,174,63,3,28,836
1,18,172,67,3,36,133
1,5,174,63,3,28,836
1,5,174,68,0,48,455
1,18,172,1,0,48,234
1,18,172,67,3,28,0
4,22,58,1,6,42,518
4,22,58,1,6,42,630
1,18,172,63,5,19,110
1,21,223,67,4,7,84
1,21,223,47,4,7,84
4,22,188,1,6,42,764
4,22,35,1,5,19,516
1,18,172,67,0,48,738
1,18,172,67,2,27,795
1,18,172,63,5,19,62
1,21,223,1,5,19,774
1,18,172,38,3,36,469
1,18,172,67,5,19,516
4,22,188,47,6,42,764
1,20,185,23,3,28,172
4,22,32,1,5,19,516
1,5,174,67,4,7,721
1,18,172,67,5,19,453
1,5,174,1,6,42,410
1,8,72,1,3,28,404
1,18,172,67,5,19,453
1,18,172,67,4,7,721
1,18,172,67,0,48,733
1,18,172,67,2,27,419
4,11,3,1,6,42,118
1,5,174,67,6,11,511
1,18,172,67,3,28,183
1,5,174,67,6,11,783
4,22,159,45,5,19,62
1,18,172,67,3,28,183
1,5,174,27,3,40,771
1,18,172,67,5,19,656
1,5,174,63,3,28,404
1,18,172,23,1,31,457
1,18,172,67,3,36,852
1,18,172,67,3,40,35
1,18,172,67,4,7,84
1,5,174,68,0,48,513
1,18,172,67,5,19,516
1,5,174,67,5,19,453
1,5,174,67,6,42,159
1,5,174,67,4,7,141
4,22,169,55,3,28,288
1,21,223,1,4,7,61
4,22,169,55,3,28,95
1,18,172,67,5,19,62
1,18,172,67,3,28,563
1,8,72,63,3,40,817
4,22,48,23,5,45,321
4,22,231,1,5,45,756
1,21,223,67,5,19,453
1,18,172,67,5,19,516
1,20,185,68,3,36,491
4,22,192,1,5,45,756
1,5,174,67,6,11,641
1,18,172,63,4,7,84
1,5,174,68,1,31,581
1,21,223,67,5,19,516
4,22,58,1,6,42,327
1,17,53,2,1,31,415
1,10,247,23,1,31,549
1,18,172,67,3,28,563
4,22,48,1,5,45,756
1,17,53,0,1,31,415
1,18,172,22,1,31,415
4,9,149,55,3,36,67
1,18,172,67,5,19,774
4,22,58,1,6,42,0
4,22,231,47,3,40,680
4,22,58,1,6,42,327
1,5,174,1,6,11,586
1,18,172,67,3,28,563
4,22,231,47,3,40,680
4,22,58,47,6,42,327
1,5,174,67,6,42,765
1,18,172,67,2,27,337
1,5,174,63,3,28,198
1,17,108,54,2,27,419
1,16,147,68,3,40,809
1,17,108,67,2,27,419
1,18,172,67,2,27,795
1,8,72,68,3,36,351
1,18,172,67,3,36,493
1,18,172,67,2,27,888
1,18,172,67,3,36,635
1,5,174,67,6,11,605
4,22,58,47,6,42,256
1,18,172,67,3,36,233
1,18,172,57,0,48,738
1,20,185,68,3,36,208
1,18,172,67,4,7,721
4,9,149,23,3,36,138
2,2,36,26,4,7,61
1,18,172,67,5,19,656
4,22,75,23,3,36,936
1,18,172,67,3,28,286
1,18,172,49,3,28,354
1,18,172,49,3,28,354
1,8,72,1,3,28,404
4,22,58,47,3,28,123
4,22,58,1,3,28,123
1,18,172,67,3,40,810
1,5,174,68,3,36,484
1,18,172,22,5,19,516
1,5,174,63,3,28,237
4,11,11,23,5,45,756
1,18,172,67,5,19,516
1,18,172,67,2,27,888
1,18,172,67,5,19,516
4,22,198,9,3,28,270
1,18,172,0,0,48,83
1,18,172,67,5,19,656
4,22,231,1,3,36,351
1,18,172,67,2,27,888
1,5,174,68,0,48,733
1,18,172,67,3,36,67
1,18,172,67,2,27,888
1,18,172,67,3,40,809
1,18,172,67,5,19,774
4,22,48,1,5,45,235
1,5,174,67,6,11,150
1,5,174,68,0,48,733
1,18,172,67,5,19,110
1,18,172,67,3,36,572
1,16,147,1,3,36,536
1,5,174,67,5,19,516
1,18,172,67,3,40,817
1,18,172,67,3,40,381
4,22,38,1,3,28,270
1,20,185,68,3,36,259
4,22,58,1,3,28,270
4,22,58,1,3,28,270
1,18,172,68,3,28,340
1,18,172,67,2,27,419
1,18,172,67,5,19,774
1,5,174,27,1,31,431
1,5,174,67,5,19,453
1,18,172,67,3,40,502
4,11,63,1,2,27,795
1,5,174,67,6,11,623
1,18,172,67,3,28,952
1,5,174,1,3,28,573
1,18,172,67,3,28,573
1,20,185,63,3,40,955
4,22,32,1,6,11,463
1,18,172,38,2,27,419
1,8,127,1,6,42,764
1,18,172,67,3,40,261
1,18,172,67,5,45,486
1,18,172,67,4,7,84
1,5,174,67,6,42,410
1,18,172,67,2,27,888
1,18,172,67,2,27,888
4,22,38,1,2,27,337
4,15,220,1,6,42,102
4,22,231,64,2,27,337
4,22,231,1,5,19,62
1,18,172,23,0,48,798
1,18,172,67,4,7,182
1,18,172,67,0,48,798
1,5,174,68,6,42,630
1,8,72,43,3,28,95
1,18,172,23,1,31,457
1,18,172,67,5,19,774
1,18,172,38,1,31,457
1,16,147,68,3,36,351
1,5,174,67,5,19,516
1,18,172,23,1,31,457
1,18,172,67,2,27,337
1,18,172,67,3,36,351
1,18,172,23,0,48,733
4,11,170,1,6,42,256
4,11,63,67,2,27,419
1,8,72,27,3,36,905
1,5,174,68,1,31,549
1,5,174,1,6,11,586
1,18,172,57,2,27,419
1,16,180,67,2,27,419
1,18,172,38,0,48,738
1,18,172,67,2,27,337
4,22,38,67,6,42,256
1,18,172,67,2,27,631
4,22,38,1,2,27,337
1,18,172,67,6,42,256
1,5,174,0,3,28,183
1,18,172,67,3,36,936
1,18,172,67,3,28,269
1,18,172,38,0,48,798
1,5,174,67,5,19,656
1,18,172,67,3,40,261
1,17,53,23,1,31,415
1,18,172,67,3,40,621
1,18,172,67,2,27,337
1,21,223,67,4,7,141
1,18,172,67,4,7,141
1,18,172,38,2,27,795
1,5,174,67,6,42,102
1,5,174,1,6,11,641
4,22,30,55,3,28,797
1,16,147,1,3,28,123
1,5,174,27,4,7,459
1,8,72,27,3,28,269
1,18,172,67,3,28,286
1,18,172,67,2,27,419
1,18,172,67,3,28,269
4,22,38,1,6,42,518
1,18,172,67,3,36,70
1,8,72,1,3,28,269
1,5,174,67,6,11,783
4,22,38,1,1,31,875
1,5,174,67,6,42,630
1,5,174,68,0,48,83
1,21,223,67,5,19,516
1,17,108,1,3,40,395
1,18,172,67,3,36,133
1,21,223,1,6,42,365
1,18,172,67,3,36,303
1,8,72,58,3,28,714
4,11,148,9,3,36,281
1,17,108,68,3,28,183
4,22,73,23,6,42,102
1,18,172,67,5,19,516
1,18,172,67,3,40,495
1,18,172,67,5,19,62
4,22,75,64,5,19,774
4,22,38,1,2,27,419
1,18,172,67,3,28,921
1,5,174,67,5,19,774
1,5,174,67,6,42,159
1,18,172,67,2,27,795
1,18,172,67,2,27,337
1,18,172,67,2,27,419
4,22,188,1,6,42,98
4,22,231,67,5,45,685
1,5,174,67,6,42,410
1,5,174,67,6,11,783
1,17,108,68,3,28,183
1,8,127,1,6,42,764
1,5,174,67,6,42,256
1,21,223,67,5,19,516
1,16,180,67,2,27,419
1,21,223,1,5,19,62
1,18,172,67,5,19,774
1,16,147,1,3,28,198
1,18,172,67,0,48,738
1,17,161,67,2,27,795
1,18,172,1,6,42,625
1,8,72,43,3,28,921
1,18,172,67,4,7,141
1,18,172,67,5,19,62
1,18,172,67,3,40,479
2,2,36,25,4,7,61
1,18,172,67,5,19,453
1,8,127,1,6,42,327
4,22,58,1,0,48,798
1,5,174,67,4,7,61
1,8,72,68,3,28,563
4,22,96,23,3,28,877
1,16,147,23,3,40,495
4,22,197,1,5,45,756
1,18,172,67,1,31,875
1,18,172,67,5,19,62
1,8,72,68,3,40,495
1,18,172,67,3,28,339
1,18,172,67,5,19,774
1,18,172,67,2,27,419
1,8,72,68,3,28,339
1,18,172,67,3,40,35
1,20,185,58,3,36,29
1,21,223,67,5,19,774
4,22,58,47,6,42,365
4,22,7,67,6,42,764
1,17,108,1,3,36,0
1,5,174,1,4,7,61
1,18,172,67,3,28,483
1,16,147,68,3,36,351
1,5,174,47,3,36,484
1,5,174,67,5,19,516
1,18,172,67,3,36,936
2,2,173,43,5,45,321
4,22,188,67,6,42,109
1,21,223,27,4,7,61
1,5,174,67,6,11,150
4,11,110,1,6,11,841
1,18,172,67,5,19,656
4,22,58,1,5,19,453
1,5,174,68,3,28,404
1,18,172,67,2,27,795
1,18,172,67,2,27,795
1,18,172,67,2,27,795
1,18,172,67,3,36,133
4,22,231,1,3,36,847
1,5,174,68,6,11,511
1,18,172,67,3,28,877
1,18,172,67,5,19,516
1,18,172,67,3,28,877
4,22,58,1,3,28,123
4,22,198,1,3,28,123
4,11,176,1,2,27,631
1,21,223,1,4,7,61
1,18,172,67,4,7,61
1,18,172,67,5,19,516
1,18,172,67,2,27,631
4,11,176,1,6,42,109
1,18,172,67,3,28,563
4,22,231,1,3,36,438
1,18,172,67,3,40,740
1,18,172,67,2,27,337
1,18,172,67,3,36,744
1,18,172,67,4,7,459
1,18,172,67,2,27,419
1,20,33,23,3,40,740
4,22,188,1,6,42,764
4,22,58,1,3,36,32
1,18,172,67,3,40,740
1,18,172,67,1,31,549
1,5,174,67,6,11,511
1,5,174,67,6,42,630
1,18,172,67,3,28,339
1,18,172,67,5,19,656
4,22,169,23,3,40,35
1,18,172,67,3,40,260
1,18,172,67,3,36,535
1,18,172,22,3,36,152
1,5,174,67,6,11,586
4,6,238,1,3,28,739
1,18,172,67,3,36,663
1,5,174,67,4,7,84
1,5,174,54,6,11,760
1,18,172,67,3,36,660
1,18,172,67,5,19,516
1,21,223,1,5,19,516
1,18,172,67,3,28,836
4,22,58,1,0,48,733
1,21,223,23,4,7,182
1,18,172,67,2,27,888
1,8,72,68,3,36,40
4,11,63,1,2,27,795
4,22,58,1,6,42,327
1,21,223,23,5,19,516
4,22,38,1,6,42,625
4,22,188,1,6,42,625
4,22,30,9,3,36,349
1,18,172,54,0,48,733
1,18,172,67,2,27,795
4,22,188,1,6,42,764
1,18,172,67,3,36,29
1,8,127,43,6,42,256
1,18,172,23,1,31,415
1,18,172,67,2,27,631
1,18,172,67,3,28,342
1,18,172,67,4,7,141
1,18,172,67,2,27,631
1,8,72,68,3,40,176
1,18,172,67,2,27,337
1,18,172,67,2,27,795
1,5,174,63,3,40,480
1,18,172,67,5,19,516
1,18,172,23,1,31,581
1,18,172,67,5,19,774
1,18,172,43,2,27,0
1,18,172,67,5,19,774
1,18,172,67,2,27,337
1,5,174,63,3,28,714
1,20,185,68,3,36,351
1,20,185,1,3,36,484
1,18,172,67,3,40,950
1,18,172,67,4,7,84
1,18,172,67,3,40,621
1,5,174,68,1,31,549
1,17,53,23,1,31,415
1,18,172,67,3,28,95
1,8,72,68,3,36,40
4,22,231,23,3,36,241
1,18,172,67,3,36,40
4,22,231,1,5,45,685
1,18,172,67,2,27,337
4,22,75,1,3,36,281
1,18,172,67,3,28,269
1,5,174,68,5,19,656
1,18,172,67,2,27,795
4,22,58,1,5,19,110
1,5,174,67,6,42,256
1,18,172,67,3,28,270
1,18,172,67,5,19,516
1,21,223,1,4,7,84
1,20,185,23,3,28,270
4,22,231,55,6,11,344
1,18,172,63,2,27,419
1,18,172,67,5,19,110
1,17,53,23,3,28,283
1,16,215,67,2,27,419
4,22,23,22,1,31,632
1,18,172,67,4,7,182
1,20,185,68,3,28,270
4,22,188,27,6,42,764
1,5,174,67,5,45,235
1,18,172,67,2,27,419
4,22,38,1,6,42,109
1,18,172,67,2,27,337
1,18,172,67,5,19,774
1,18,172,67,3,36,133
4,22,23,1,3,40,617
1,21,223,68,3,40,955
4,22,32,1,4,7,84
4,22,188,1,6,42,518
1,18,172,67,2,27,337
1,18,172,67,4,7,141
4,22,188,1,6,42,109
1,18,172,67,4,7,141
4,22,38,1,6,11,641
1,18,172,67,3,28,95
1,18,172,67,5,19,110
1,18,172,67,3,28,283
1,18,172,23,5,19,656
1,5,174,1,6,42,779
1,18,172,62,2,27,419
1,18,172,67,3,28,563
1,18,172,67,3,28,573
1,18,172,58,1,31,457
1,18,172,67,3,36,475
1,18,172,67,3,36,535
4,22,38,1,6,42,256
4,22,38,1,6,42,625
1,18,172,1,5,19,656
1,8,72,47,3,40,381
1,18,172,67,3,28,714
1,5,174,67,6,11,344
1,5,174,54,6,42,779
1,18,172,38,2,27,337
1,16,147,1,3,28,0
2,2,173,10,3,28,123
1,5,174,67,6,11,586
1,18,172,67,0,48,798
1,18,172,67,0,48,798
1,18,172,67,3,36,133
1,16,180,67,2,27,337
1,18,172,38,2,27,337
1,8,72,68,3,36,351
1,16,147,68,3,36,29
1,5,174,67,5,19,62
1,21,223,68,4,7,141
1,8,72,68,3,28,183
1,18,172,67,5,19,453
1,18,172,67,3,28,268
1,18,172,67,5,19,110
1,18,172,67,4,7,141
4,22,38,23,0,48,798
1,18,172,67,2,27,419
4,22,169,55,2,27,419
1,18,172,67,5,19,62
1,5,174,67,4,7,459
4,22,54,55,6,11,587
4,22,54,67,6,11,587
1,21,223,1,5,19,516
1,18,172,67,1,31,581
1,18,172,67,4,7,721
4,11,138,9,3,40,740
1,18,172,67,3,36,186
4,22,45,67,6,11,587
1,18,172,67,3,28,95
1,18,172,67,3,40,495
1,18,172,67,4,7,84
1,18,172,67,3,40,495
1,20,185,23,3,28,782
1,18,172,67,3,28,95
4,22,58,1,5,45,685
1,18,172,67,2,27,631
4,22,38,15,6,42,109
1,18,172,67,3,28,342
1,18,172,67,5,19,516
1,18,172,67,3,28,342
1,18,172,67,5,19,516
1,18,172,67,5,19,516
1,5,174,27,5,19,656
1,8,72,68,3,28,473
4,22,38,1,5,19,516
1,18,172,67,0,48,798
4,22,38,1,6,42,106
1,8,72,1,3,36,349
1,18,172,68,3,28,123
1,16,147,1,3,36,697
4,22,75,1,6,42,365
1,18,172,67,3,36,133
1,18,172,67,3,40,382
1,18,172,67,5,45,758
1,5,174,1,5,19,110
1,5,174,68,0,48,234
1,18,172,67,3,36,476
4,22,231,1,5,19,516
1,5,174,67,5,19,656
4,11,148,67,5,19,516
1,18,172,67,3,40,35
1,5,174,1,6,11,641
1,5,174,27,3,28,371
1,5,174,67,4,7,84
1,18,172,67,2,27,419
1,18,172,67,3,28,339
1,18,172,67,5,19,62
1,16,147,68,3,28,237
1,17,216,68,3,28,172
1,18,172,67,5,19,774
4,6,205,23,5,19,656
1,18,172,1,1,31,431
1,18,172,67,5,45,321
1,18,172,38,3,28,183
1,18,172,67,3,36,871
4,22,58,67,6,42,0
1,18,172,67,3,28,836
1,18,172,67,5,19,516
1,5,174,67,6,42,779
1,5,174,67,6,42,779
1,18,172,67,2,27,888
4,22,32,1,6,42,109
1,16,147,68,3,28,811
1,18,172,67,5,19,516
1,18,172,67,3,40,495
1,18,172,67,3,40,495
1,18,172,67,3,28,811
1,5,174,63,3,36,905
1,21,223,27,5,19,62
1,18,172,67,1,31,875
1,18,172,67,5,19,774
1,18,172,67,1,31,632
1,18,172,49,5,19,516
1,16,147,68,3,36,481
1,5,174,67,4,7,61
4,11,18,1,2,27,337
1,18,172,67,4,7,459
1,18,172,67,5,19,774
4,11,148,1,5,45,758
1,18,172,67,3,36,67
1,18,172,67,3,36,67
1,18,172,67,3,36,281
1,18,172,67,5,19,516
1,5,174,67,5,19,656
4,22,58,9,3,28,563
1,8,72,68,3,28,563
1,18,172,67,2,27,419
1,18,172,67,0,48,513
4,11,176,67,2,27,631
1,5,174,67,5,19,516
1,18,172,67,5,19,516
1,5,174,67,4,7,459
4,22,32,1,3,36,484
1,18,172,67,5,19,656
4,19,208,1,3,28,626
1,21,223,1,4,7,84
1,16,147,68,3,28,473
1,8,72,68,3,40,334
1,18,172,67,2,27,631
1,5,174,58,3,36,55
4,22,231,23,3,36,438
1,18,172,67,3,28,371
1,8,127,1,6,42,764
1,18,172,67,4,7,141
4,22,45,23,5,45,235
1,17,108,1,3,28,183
1,8,72,68,3,28,123
1,20,185,63,3,36,476
4,22,38,1,2,27,795
4,11,105,47,2,27,337
1,8,72,27,3,28,198
1,18,172,67,3,36,920
1,18,172,67,3,36,936
1,18,172,67,3,36,936
1,18,172,67,3,36,36
1,18,172,67,3,28,123
1,5,174,54,3,36,55
1,5,174,23,1,31,457
1,5,174,67,5,19,453
4,19,66,27,3,40,792
4,11,176,23,6,11,783
1,8,72,68,3,36,481
4,9,149,23,1,31,431
1,8,72,27,3,40,381
4,9,149,67,6,11,783
1,5,174,63,3,28,429
1,5,174,67,6,42,109
4,22,96,1,3,36,635
4,22,38,1,6,42,327
4,22,198,47,6,42,365
1,18,172,1,1,31,457
1,18,172,67,5,19,453
1,18,172,67,3,40,792
1,18,172,67,2,27,888
1,18,172,67,2,27,888
1,18,172,67,3,36,22
1,16,147,68,3,40,869
1,16,180,67,2,27,337
1,18,172,67,3,28,286
1,8,72,68,3,36,208
1,18,172,67,2,27,337
4,22,192,55,3,40,700
4,19,66,67,6,11,586
1,18,172,67,2,27,337
1,16,180,67,2,27,419
1,18,172,67,3,40,176
1,18,172,67,2,27,631
1,16,180,1,2,27,631
4,22,58,1,6,42,365
1,18,172,67,3,28,123
4,22,38,1,6,42,630
1,18,172,67,4,7,721
1,8,72,68,3,36,481
1,18,172,67,5,19,516
4,22,58,1,6,42,256
1,18,172,67,3,36,281
1,18,172,67,5,19,656
1,18,172,67,3,40,950
4,22,38,67,6,42,630
1,18,172,67,2,27,337
4,11,28,1,2,27,337
1,18,172,67,3,40,282
1,18,172,57,1,31,415
1,18,172,67,3,36,349
4,11,110,1,6,42,256
1,18,172,67,5,19,516
1,5,174,68,6,11,150
1,18,172,67,3,36,67
1,18,172,67,3,28,750
4,22,45,55,6,42,625
4,22,58,1,4,7,84
1,16,147,27,3,36,233
1,18,172,67,3,36,67
1,5,174,27,5,19,453
1,20,140,22,1,31,415
1,18,172,67,5,19,516
4,22,231,23,5,45,235
1,18,172,67,5,19,774
1,16,180,67,2,27,419
2,2,36,25,5,19,516
1,18,172,38,2,27,419
1,16,215,23,1,31,457
4,22,35,47,4,7,459
1,5,174,67,6,11,783
1,18,172,67,4,7,141
1,18,172,67,4,7,459
1,18,172,2,1,31,549
1,18,172,67,2,27,419
1,18,172,22,0,48,733
1,18,172,67,0,48,733
4,22,38,67,6,42,106
4,11,148,23,4,7,84
1,8,127,1,6,42,518
