Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName
1,5,174,7,0,24,664
4,11,176,7,3,36,939
1,18,172,67,2,33,348
4,22,54,1,6,14,203
1,18,172,67,2,33,348
4,9,9,7,4,26,403
4,11,148,7,4,26,0
4,11,28,7,1,55,937
1,18,172,67,4,26,0
1,8,72,7,1,55,245
1,20,185,7,3,36,55
1,18,172,67,5,19,62
1,18,172,67,3,36,24
1,20,185,7,3,36,936
1,20,27,7,2,33,443
1,18,172,67,2,33,512
1,18,172,67,2,33,443
1,18,172,67,2,33,0
1,8,72,7,1,55,523
1,5,241,7,1,55,937
4,6,76,7,1,55,322
4,11,148,7,3,36,351
1,18,172,67,2,33,348
1,8,72,7,1,55,523
4,6,76,7,1,55,616
4,6,76,7,1,55,616
1,20,27,7,1,55,937
1,17,161,7,2,33,839
1,18,172,67,2,33,793
1,18,172,67,2,33,839
1,18,172,67,2,33,839
1,18,172,67,2,33,348
1,18,172,67,5,19,110
1,16,147,7,1,55,199
1,20,185,7,4,26,928
1,17,53,7,1,55,214
1,18,172,67,2,33,512
1,17,41,7,4,26,302
1,18,172,67,4,26,174
1,18,172,67,2,33,443
1,18,172,67,3,36,67
1,5,174,43,3,36,402
4,22,191,55,6,20,231
4,22,231,7,3,36,281
4,22,58,7,3,36,936
1,18,172,67,3,36,281
1,18,172,67,5,19,656
1,18,172,67,2,33,793
1,18,172,67,2,33,793
1,8,72,7,3,36,32
1,18,0,67,1,55,804
4,22,58,7,4,26,302
1,18,172,67,1,55,804
1,18,172,67,2,33,793
1,18,172,67,5,19,656
4,6,71,7,3,36,572
1,18,172,67,1,55,322
1,18,172,67,4,26,140
1,18,172,67,1,55,804
1,18,172,67,1,55,199
1,18,172,67,2,33,443
1,17,161,7,4,26,132
1,5,174,67,6,20,374
1,8,72,7,1,55,937
1,18,172,67,1,55,214
1,8,72,7,1,55,199
1,5,174,7,3,36,24
1,18,172,67,2,33,443
1,8,72,7,1,55,515
4,6,71,7,5,19,62
1,18,172,67,2,33,793
4,22,73,7,0,24,355
1,18,172,67,2,33,348
1,18,172,67,1,55,523
1,5,174,1,6,20,307
1,5,174,47,6,20,306
4,22,58,7,3,36,936
1,17,108,7,3,36,310
4,22,58,7,3,36,241
1,18,172,67,1,55,199
1,18,172,67,2,33,443
1,18,172,67,2,33,443
4,11,176,1,6,20,821
1,17,53,7,3,36,936
1,5,174,7,3,36,281
4,22,58,7,3,36,536
1,18,0,67,3,36,920
1,18,172,67,2,33,443
1,5,241,7,5,19,110
1,18,172,67,2,33,348
1,18,172,67,2,33,348
4,22,75,47,6,14,202
1,18,172,67,3,36,936
1,18,172,67,2,33,348
1,18,172,67,2,33,348
1,18,172,67,1,55,245
4,22,51,7,4,26,140
1,17,161,7,2,33,512
1,17,108,7,3,36,635
1,18,172,67,3,36,67
1,20,33,43,2,33,793
1,16,94,7,3,36,67
1,18,172,67,2,33,512
1,18,172,67,2,33,512
1,17,108,7,3,36,284
1,18,172,43,1,55,804
1,18,172,67,4,26,140
4,11,28,7,1,55,937
1,8,72,7,3,36,233
1,8,72,7,3,36,233
1,8,72,7,3,36,233
1,17,161,7,4,26,706
4,22,58,7,2,33,443
1,5,174,67,6,14,582
1,18,172,67,1,55,199
1,18,172,67,1,55,804
1,8,72,7,3,36,24
1,18,172,67,2,33,512
1,18,172,67,3,36,36
1,18,172,67,1,55,523
1,18,172,67,1,55,616
1,17,161,7,2,33,793
1,0,0,7,1,55,201
1,8,72,7,3,36,223
1,18,0,67,4,26,302
1,18,172,67,4,26,132
1,20,27,7,1,55,199
4,11,176,47,6,20,231
1,18,172,67,4,26,302
1,5,174,67,6,20,863
1,8,72,7,1,55,937
1,17,161,7,2,33,443
4,22,58,7,3,36,0
1,21,223,7,5,19,656
1,8,72,7,3,36,223
1,18,172,67,5,19,110
1,18,172,67,5,19,110
1,5,174,67,6,20,307
4,6,154,7,5,19,110
4,22,58,7,3,36,40
4,22,58,7,3,36,40
4,11,63,1,6,14,893
1,18,172,67,2,33,443
4,11,63,7,2,33,839
4,22,38,1,6,20,66
4,22,38,1,6,20,307
1,18,172,67,4,26,391
1,16,180,43,3,36,133
1,18,172,67,2,33,793
1,17,161,7,2,33,793
1,18,172,67,2,33,793
1,5,174,1,6,20,47
1,5,174,1,6,20,231
4,22,75,1,6,20,66
4,11,189,7,1,55,804
1,17,161,7,5,19,774
4,11,176,47,6,20,696
1,18,172,67,3,36,710
4,22,58,7,3,36,32
4,22,58,7,3,36,936
1,18,172,67,3,36,133
1,8,72,7,3,36,572
1,18,172,67,2,33,443
1,8,72,7,3,36,572
1,18,172,67,3,36,281
1,18,172,67,4,26,302
1,20,27,67,2,33,512
1,5,174,7,3,36,241
1,5,166,7,5,19,62
1,18,172,67,1,55,804
1,0,0,7,1,55,804
1,18,172,67,2,33,348
4,11,110,1,6,20,231
1,5,174,1,6,20,231
1,17,108,7,3,36,55
1,8,72,7,3,36,24
1,5,174,1,0,24,204
1,18,172,67,1,55,245
1,5,174,7,4,26,403
1,18,172,67,2,33,512
4,15,5,7,5,19,62
1,5,174,7,0,24,355
1,5,174,7,0,24,355
1,18,172,67,2,33,443
4,22,58,7,3,36,303
4,15,5,7,4,26,403
1,18,172,67,1,55,199
1,5,174,7,0,24,355
4,22,58,1,6,14,892
1,18,172,67,3,36,241
1,5,241,7,5,19,110
1,18,0,67,3,36,710
1,18,172,67,1,55,616
1,20,27,7,2,33,793
4,22,32,1,6,14,203
1,18,172,67,2,33,512
1,5,174,7,3,36,29
1,5,241,7,2,33,512
1,18,172,67,2,33,793
1,18,172,67,2,33,512
1,8,72,7,1,55,523
1,8,72,7,3,36,40
1,18,172,43,3,36,553
1,18,172,67,1,55,214
1,5,174,1,6,20,449
1,18,172,67,2,33,443
1,18,172,67,3,36,133
1,18,172,67,2,33,512
4,22,38,1,6,20,450
1,17,142,7,2,33,512
1,18,172,67,5,19,774
1,0,0,67,5,19,453
1,18,172,67,5,19,516
4,22,58,7,4,26,302
4,11,110,7,5,19,774
1,18,172,67,3,36,67
1,18,172,67,3,36,351
1,18,172,67,5,19,110
1,18,172,67,3,36,67
1,5,174,67,6,20,329
1,20,27,7,2,33,0
1,5,174,7,4,26,928
1,18,172,67,5,19,774
1,20,27,7,2,33,793
4,22,38,1,6,14,320
1,18,172,67,2,33,443
4,6,76,7,1,55,245
4,22,38,7,0,24,557
1,17,161,7,4,26,706
1,5,174,7,0,24,557
1,18,172,67,2,33,348
1,20,185,7,3,36,936
4,11,176,7,4,26,132
1,5,241,7,4,26,814
1,17,161,7,2,33,512
1,21,223,7,5,19,62
1,21,223,7,5,19,62
4,22,30,1,6,20,732
1,18,172,67,5,19,110
4,22,192,7,5,19,110
1,18,0,7,1,55,616
1,5,174,67,6,20,696
1,5,174,67,6,20,306
4,6,76,7,1,55,214
1,5,174,67,6,20,329
4,6,76,7,1,55,245
1,17,53,7,1,55,245
1,0,0,7,1,55,515
4,22,217,7,5,19,774
1,5,174,7,1,55,515
1,5,174,67,6,20,696
1,8,72,7,3,36,29
1,18,172,67,1,55,804
1,18,172,67,1,55,804
1,18,172,67,3,36,663
1,5,174,7,0,24,694
4,22,58,7,4,26,132
1,5,174,67,6,20,168
1,8,72,7,3,36,32
1,18,172,67,5,19,774
4,6,71,7,3,36,40
1,5,174,1,6,20,696
4,22,32,7,3,36,138
1,0,0,6,1,55,523
1,18,172,67,3,36,484
1,17,108,7,3,36,402
4,6,76,7,1,55,245
1,17,108,7,3,36,402
1,5,174,1,6,20,231
1,20,33,7,3,36,871
1,20,33,7,3,36,871
1,18,0,67,3,36,55
1,5,174,47,6,20,47
1,18,0,67,2,33,793
1,18,172,67,2,33,793
1,5,174,67,6,20,329
1,5,174,67,6,20,306
4,6,76,7,1,55,515
1,5,174,1,6,20,306
4,22,169,67,6,20,66
4,22,35,7,3,36,744
1,18,172,67,2,33,443
1,18,172,67,2,33,443
4,22,35,7,3,36,744
1,18,0,67,4,26,706
4,22,86,1,6,20,231
1,5,174,67,6,20,306
1,5,241,7,1,55,515
1,5,174,67,6,20,307
1,5,174,1,6,20,732
1,5,174,7,0,24,784
4,11,110,7,4,26,140
4,22,58,7,2,33,443
4,22,58,7,3,36,635
4,22,58,7,3,36,635
1,18,172,67,5,19,110
1,16,215,7,3,36,936
1,18,172,67,3,36,651
1,5,174,7,0,24,355
4,22,38,7,0,24,30
1,5,174,7,3,36,186
4,22,38,7,0,24,30
1,18,172,67,2,33,512
4,22,58,7,3,36,281
1,5,174,7,3,36,186
1,5,241,7,4,26,302
1,18,172,67,2,33,512
1,18,172,67,2,33,512
1,18,172,67,2,33,348
1,18,172,67,2,33,348
1,5,174,67,6,20,307
1,5,174,7,3,36,55
1,5,174,7,3,36,55
1,18,172,67,4,26,814
1,18,172,67,2,33,443
1,18,172,67,3,36,67
4,11,3,1,6,20,374
1,8,72,7,3,36,536
4,9,149,1,6,20,306
1,5,174,7,3,36,36
4,6,91,7,1,55,523
4,6,76,7,1,55,937
2,2,173,7,5,19,62
1,5,174,1,0,24,784
1,8,72,7,3,36,936
1,8,72,7,3,36,281
1,8,72,7,3,36,281
1,5,174,1,6,20,732
1,20,27,7,4,26,800
1,5,174,7,3,36,133
4,6,99,7,2,33,348
1,5,174,7,0,24,664
1,18,172,67,2,33,348
1,18,172,67,1,55,199
1,5,174,7,3,36,29
1,0,0,43,4,26,174
4,6,0,7,3,36,939
4,22,58,7,3,36,281
1,18,172,67,5,19,516
1,5,174,7,0,24,664
1,5,174,7,0,24,355
1,17,108,7,3,36,284
4,11,28,7,1,55,937
1,17,108,7,3,36,284
1,18,172,67,4,26,132
1,17,108,7,3,36,635
4,22,38,38,6,20,66
1,16,147,7,3,36,402
1,17,53,7,1,55,245
1,18,172,67,2,33,443
4,15,163,7,2,33,512
4,22,231,1,6,20,863
1,20,185,7,3,36,710
1,18,172,67,4,26,302
4,22,58,7,3,36,936
1,17,161,7,4,26,302
1,5,241,7,2,33,348
1,5,241,7,2,33,348
1,5,174,67,6,20,329
1,17,142,7,5,19,656
1,17,161,7,4,26,302
1,18,172,67,5,19,110
1,18,172,67,3,36,471
4,22,38,67,6,20,374
1,5,174,1,6,20,450
1,5,174,7,0,24,664
1,5,174,67,6,20,696
4,6,91,7,1,55,937
1,17,161,7,2,33,348
1,5,174,67,6,20,307
1,18,172,67,2,33,348
1,0,0,7,3,36,481
1,18,172,67,5,19,110
1,18,172,67,4,26,814
1,5,174,7,3,36,133
1,5,174,7,3,36,133
4,15,114,7,4,26,132
4,11,176,7,0,24,74
1,17,161,7,1,55,245
1,18,172,67,3,36,920
4,11,176,7,0,24,74
1,8,72,7,1,55,201
1,18,172,67,3,36,0
1,18,0,7,1,55,214
1,8,72,7,1,55,937
4,22,38,1,6,14,320
1,17,161,7,2,33,839
1,18,172,67,3,36,310
1,18,172,43,1,55,804
1,5,174,67,6,20,307
1,17,161,7,2,33,793
2,2,36,7,5,19,516
1,17,161,7,4,26,132
1,18,172,67,4,26,140
4,6,76,7,1,55,322
1,5,174,67,6,20,168
1,5,174,7,5,19,62
4,22,58,7,2,33,443
4,22,58,7,2,33,443
1,0,0,67,2,33,443
1,18,172,67,3,36,223
4,11,170,7,2,33,348
1,18,0,7,1,55,201
4,22,58,23,6,14,202
1,18,172,67,3,36,223
1,5,241,7,5,19,656
4,6,91,7,1,55,322
3,13,97,7,0,24,694
1,18,172,67,4,26,132
1,18,172,67,1,55,199
4,11,176,7,3,36,70
1,20,27,7,1,55,245
1,18,172,67,5,19,774
1,20,27,7,1,55,201
1,20,27,7,1,55,515
1,18,172,67,3,36,22
4,22,58,67,3,36,596
4,22,58,7,3,36,303
1,18,172,43,3,36,402
1,18,0,67,4,26,132
4,22,58,7,3,36,24
1,18,172,67,4,26,140
1,17,161,7,4,26,800
4,22,178,7,5,19,62
1,5,174,67,6,20,821
1,18,172,67,4,26,140
1,18,172,67,1,55,804
4,22,58,7,3,36,241
4,22,58,7,3,36,241
1,20,27,7,1,55,515
4,6,76,7,1,55,515
1,18,172,67,3,36,22
4,22,58,7,3,36,936
4,22,58,7,3,36,281
4,6,91,7,1,55,0
4,22,58,7,3,36,281
1,18,172,67,4,26,814
1,5,174,7,3,36,186
1,18,172,67,4,26,814
4,22,58,7,3,36,536
1,18,172,67,4,26,814
4,22,58,7,3,36,281
4,22,58,7,3,36,536
1,18,172,67,0,24,557
1,5,174,7,3,36,186
1,18,0,67,4,26,140
1,5,174,1,0,24,664
1,18,172,67,4,26,132
1,5,174,1,0,24,664
1,20,185,7,4,26,302
1,5,20,7,3,36,546
1,20,27,7,2,33,512
1,5,174,7,0,24,355
1,8,72,7,1,55,201
1,5,174,67,6,20,329
1,16,147,7,3,36,936
1,8,72,7,1,55,201
4,22,58,7,1,55,214
1,5,174,1,0,24,204
1,18,172,67,1,55,199
1,18,172,67,4,26,302
1,5,174,7,3,36,138
1,5,174,7,3,36,138
1,5,174,7,3,36,697
1,5,174,1,6,20,47
1,5,174,7,3,36,917
1,18,172,67,5,19,62
1,18,172,67,5,19,774
4,22,58,7,3,36,29
1,20,33,7,3,36,241
1,5,174,7,3,36,936
1,18,172,67,4,26,928
1,20,27,7,1,55,245
1,18,172,67,3,36,663
1,18,172,67,4,26,800
1,8,72,7,1,55,523
1,5,174,7,3,36,138
4,11,148,7,3,36,138
1,18,172,67,3,36,32
1,17,108,7,3,36,138
4,19,80,7,1,55,199
1,8,72,7,1,55,523
1,8,72,7,1,55,523
1,5,174,7,0,24,71
4,6,76,7,1,55,322
4,22,58,7,3,36,281
1,18,172,67,4,26,174
4,0,0,7,1,55,199
4,22,38,1,6,14,320
1,8,72,7,3,36,635
1,8,72,7,3,36,635
1,18,172,67,4,26,302
1,18,172,67,3,36,67
1,5,174,7,3,36,852
1,18,172,67,3,36,36
1,5,174,67,6,20,307
4,11,138,1,6,20,231
1,18,172,67,3,36,186
1,5,174,7,3,36,852
1,18,172,67,3,36,0
1,18,0,7,3,36,351
1,5,174,67,6,20,728
1,5,174,7,3,36,233
1,5,174,1,6,14,203
4,22,87,7,1,55,616
4,22,87,7,1,55,616
1,18,172,67,3,36,481
1,18,172,67,1,55,245
1,18,172,67,3,36,481
1,18,172,67,5,19,774
4,22,58,67,4,26,800
1,18,172,67,5,19,774
1,5,174,67,6,20,374
4,22,169,7,3,36,32
4,22,58,7,3,36,241
1,18,172,67,1,55,214
1,18,172,67,1,55,214
1,18,172,67,1,55,214
1,18,172,67,1,55,214
1,18,172,67,1,55,214
1,18,172,67,1,55,214
1,5,174,7,3,36,660
1,17,161,7,2,33,443
1,18,172,67,1,55,804
1,18,172,67,1,55,804
1,17,108,7,3,36,402
1,20,27,7,4,26,302
1,5,174,7,3,36,22
1,18,172,67,2,33,443
1,10,146,7,1,55,201
1,5,174,67,6,20,329
4,19,80,7,1,55,199
1,20,185,7,1,55,245
1,17,108,7,3,36,138
1,18,172,67,3,36,936
4,22,58,7,3,36,936
1,8,72,7,3,36,281
1,17,53,7,1,55,515
1,17,53,7,1,55,515
1,17,53,7,1,55,214
1,21,223,7,2,33,443
1,5,174,67,6,20,863
1,0,0,67,3,36,67
1,17,161,7,2,33,839
1,17,53,7,1,55,245
1,17,53,7,1,55,515
4,22,58,7,3,36,24
1,17,53,7,1,55,214
4,22,30,1,6,14,582
1,18,172,67,4,26,814
4,22,38,1,6,20,231
1,5,174,67,6,14,582
1,5,174,7,3,36,917
1,18,172,67,4,26,302
1,5,174,67,6,20,329
1,5,166,67,6,20,329
1,5,174,7,3,36,936
1,18,172,67,4,26,132
1,17,161,7,2,33,512
1,18,172,67,3,36,936
1,18,172,67,2,33,443
4,22,58,7,3,36,281
1,18,172,67,3,36,281
1,18,172,67,3,36,281
1,18,172,67,4,26,140
1,18,172,67,4,26,174
2,2,36,7,2,33,348
1,20,27,7,4,26,140
1,5,174,7,0,24,557
4,22,231,1,6,20,231
4,11,148,7,5,19,110
1,5,174,67,6,20,307
1,18,172,43,2,33,793
1,18,172,67,4,26,140
1,17,161,7,2,33,443
1,17,108,7,3,36,939
1,18,172,67,4,26,140
4,22,38,1,6,20,306
4,11,176,7,2,33,348
1,5,174,1,6,20,450
4,22,191,7,4,26,814
1,17,108,7,3,36,939
1,5,174,7,3,36,713
4,22,58,7,3,36,555
1,5,174,7,4,26,140
1,8,72,7,3,36,223
1,18,172,67,3,36,939
4,6,76,7,1,55,322
4,6,76,7,1,55,322
4,22,191,7,4,26,302
4,22,58,7,3,36,67
4,22,38,1,6,14,320
1,18,172,67,4,26,928
1,18,0,67,3,36,535
1,18,172,67,0,24,664
1,0,0,67,5,19,516
4,22,75,1,6,20,66
1,18,172,67,2,33,793
1,18,172,67,4,26,391
1,5,174,7,4,26,391
1,16,147,7,3,36,55
1,18,172,67,3,36,939
1,20,27,7,2,33,512
4,22,75,1,6,14,203
1,18,172,67,2,33,443
1,18,172,67,5,19,62
1,18,172,67,2,33,443
1,17,161,7,4,26,132
1,18,172,67,4,26,132
4,22,75,47,6,14,203
1,18,0,67,4,26,814
4,11,78,7,1,55,937
1,5,174,7,0,24,784
4,6,76,7,1,55,937
4,6,76,7,1,55,937
4,22,38,7,3,36,241
1,0,0,7,1,55,245
1,5,174,1,6,20,47
1,5,174,7,3,36,660
1,5,174,7,3,36,660
1,5,174,7,3,36,660
1,18,172,67,4,26,302
1,5,174,7,3,36,939
1,5,174,7,3,36,186
4,6,92,67,5,19,62
1,18,172,67,2,33,348
1,5,174,67,6,20,374
1,21,223,67,5,19,656
1,17,161,7,2,33,348
1,5,174,67,6,20,306
1,18,172,67,2,33,348
1,8,72,7,1,55,515
1,18,172,67,1,55,937
4,11,148,7,3,36,36
1,18,172,67,1,55,245
1,18,0,67,3,36,0
1,17,161,7,4,26,302
1,18,172,67,4,26,140
1,5,174,67,6,14,202
4,22,39,1,6,20,329
1,8,72,7,1,55,515
1,18,172,67,1,55,245
1,5,174,7,4,26,132
1,17,53,7,1,55,515
1,17,161,7,2,33,512
1,5,174,67,6,20,329
4,22,231,1,6,20,696
1,5,174,1,6,20,450
4,6,76,7,1,55,322
1,5,174,7,4,26,174
1,18,172,67,1,55,804
4,22,51,7,1,55,322
1,5,174,7,4,26,174
1,18,172,67,3,36,281
1,18,172,67,2,33,443
4,22,54,7,4,26,403
4,22,54,7,4,26,403
4,22,231,1,6,20,188
4,11,148,7,3,36,710
1,18,172,67,1,55,201
4,15,183,7,4,26,302
1,17,161,7,4,26,302
1,5,174,7,3,36,713
1,5,174,7,3,36,713
4,22,87,7,1,55,616
1,5,174,7,3,36,713
1,5,174,7,3,36,713
1,18,172,67,3,36,663
1,18,172,67,3,36,663
1,5,174,67,6,20,732
1,18,172,67,1,55,214
1,18,172,67,3,36,936
1,17,108,7,3,36,847
1,18,172,67,1,55,201
1,18,172,67,1,55,201
1,18,172,67,1,55,201
1,18,172,67,1,55,201
1,18,172,67,5,19,110
1,5,174,7,0,24,557
4,22,48,7,4,26,132
4,22,58,7,4,26,800
1,18,172,67,5,19,62
1,18,172,67,4,26,302
1,18,172,67,5,19,110
1,17,108,7,3,36,469
4,22,58,7,3,36,555
1,5,0,7,3,36,710
1,5,174,7,3,36,55
1,17,108,7,3,36,303
1,17,108,7,3,36,635
1,18,172,67,2,33,348
1,17,161,7,4,26,302
1,8,72,7,1,55,937
1,5,0,7,0,24,557
1,18,172,67,2,33,348
1,18,172,67,2,33,443
1,5,174,7,3,36,936
4,22,58,1,6,14,892
1,18,172,67,2,33,793
4,22,58,1,6,14,892
1,0,0,67,2,33,512
4,22,54,1,6,20,821
1,5,174,7,2,33,0
4,11,18,7,4,26,928
4,9,149,5,0,24,74
1,18,172,67,2,33,443
1,8,72,7,1,55,199
1,8,72,7,1,55,245
4,11,110,7,1,55,937
1,5,174,67,6,20,231
1,5,174,1,6,20,307
1,5,174,7,3,36,24
1,17,161,7,4,26,706
1,10,246,7,1,55,199
1,18,172,67,1,55,804
1,5,241,7,1,55,199
4,22,38,7,4,26,928
4,22,38,7,5,19,656
1,18,172,67,1,55,616
4,22,54,7,5,19,62
1,5,174,1,6,20,696
1,5,174,67,6,20,168
1,18,172,67,2,33,793
1,18,172,67,5,19,110
1,18,172,67,3,36,476
1,5,174,7,3,36,67
1,18,172,67,3,36,299
1,5,174,7,3,36,241
4,22,58,7,3,36,241
4,22,32,1,6,14,203
1,5,174,7,3,36,310
1,18,172,67,3,36,32
1,18,172,67,3,36,281
1,5,174,67,6,20,374
1,18,172,67,4,26,302
1,18,172,67,1,55,214
1,5,241,7,5,19,110
4,11,28,7,1,55,214
1,8,72,7,1,55,937
1,8,72,7,1,55,937
1,17,161,7,5,19,656
1,5,174,67,6,20,821
1,17,53,7,1,55,245
4,6,76,7,1,55,245
1,20,33,7,3,36,241
1,5,174,67,6,20,47
1,18,172,67,1,55,515
1,5,174,67,6,20,306
4,22,58,7,3,36,936
1,18,172,67,3,36,936
4,11,148,7,3,36,471
1,18,172,67,3,36,936
1,5,174,67,6,14,582
1,5,174,7,3,36,852
4,6,76,7,1,55,199
4,6,76,7,1,55,523
1,18,172,67,2,33,348
1,5,174,7,0,24,30
1,18,172,67,2,33,512
1,18,172,67,2,33,512
1,18,172,67,1,55,245
1,18,172,67,1,55,245
1,18,172,67,1,55,245
4,22,192,7,5,19,110
1,18,172,67,1,55,937
4,6,71,7,1,55,245
1,17,161,6,2,33,443
1,8,72,7,1,55,515
1,8,72,7,1,55,515
1,18,172,67,4,26,302
1,17,108,7,1,55,515
1,16,180,43,4,26,302
4,22,58,7,3,36,186
1,18,172,43,4,26,140
1,18,172,67,2,33,443
1,17,53,7,1,55,515
1,20,185,7,3,36,912
1,20,185,7,3,36,912
1,5,174,1,0,24,557
1,18,172,67,3,36,32
4,22,58,7,3,36,303
1,18,172,67,2,33,443
1,8,72,7,1,55,515
4,22,58,7,3,36,536
1,17,161,7,2,33,793
1,18,172,67,1,55,523
4,6,99,67,2,33,793
1,18,172,67,2,33,793
1,18,172,67,2,33,443
1,18,172,67,2,33,443
1,5,174,43,5,19,516
1,5,174,67,6,20,231
1,18,172,67,2,33,348
1,18,172,67,2,33,348
1,8,72,7,1,55,515
1,18,172,67,1,55,245
1,18,172,67,2,33,512
1,18,172,67,1,55,245
1,18,172,67,3,36,133
4,11,148,7,3,36,152
1,17,108,7,3,36,939
1,5,174,7,3,36,22
1,5,174,67,6,20,450
1,18,172,67,1,55,245
1,17,108,7,3,36,208
1,18,172,67,1,55,245
4,11,63,7,2,33,512
1,17,161,7,2,33,348
1,17,161,7,2,33,348
1,8,72,7,3,36,24
1,8,72,7,3,36,24
1,18,172,67,4,26,140
1,5,174,1,6,20,47
4,19,229,7,4,26,302
4,19,229,7,4,26,302
1,8,72,7,1,55,523
4,22,58,7,3,36,555
4,11,138,7,2,33,512
4,22,58,1,6,14,203
4,6,76,7,1,55,616
1,8,72,7,1,55,199
4,22,58,7,1,55,937
4,22,191,55,6,20,231
1,5,241,7,2,33,793
1,18,172,67,1,55,245
1,5,174,7,4,26,140
4,11,170,7,2,33,443
4,22,58,7,4,26,302
1,18,172,67,2,33,512
1,5,174,67,6,20,306
1,8,72,7,1,55,201
1,5,174,1,6,20,231
1,5,174,7,4,26,391
1,5,174,67,6,14,582
1,18,172,67,1,55,804
4,22,58,7,3,36,635
4,15,0,7,1,55,804
1,18,172,67,4,26,140
1,18,172,67,1,55,201
4,22,75,1,6,20,66
4,22,191,7,4,26,140
1,8,72,7,1,55,804
4,22,231,1,6,20,696
4,6,91,7,1,55,937
1,5,174,1,6,20,696
1,5,174,67,6,14,202
1,0,0,7,1,55,214
1,5,174,7,3,36,912
1,18,172,67,3,36,663
1,17,161,7,2,33,512
4,11,176,7,4,26,800
4,6,91,7,1,55,937
1,17,161,7,2,33,512
1,5,174,7,4,26,140
1,18,172,43,4,26,140
1,18,172,67,2,33,512
2,2,36,7,5,19,516
1,5,174,7,4,26,403
1,8,72,7,1,55,515
1,18,0,7,1,55,201
2,2,36,7,5,19,516
1,5,174,1,6,20,306
1,17,161,7,2,33,512
4,11,148,7,4,26,302
1,17,161,7,2,33,443
1,18,172,67,2,33,348
1,16,147,7,3,36,744
4,22,38,7,4,26,800
1,5,174,7,4,26,174
1,5,174,67,6,14,582
1,5,241,7,4,26,302
1,5,241,7,4,26,302
1,5,241,7,5,19,516
1,17,161,7,5,19,516
4,22,75,1,6,20,66
1,5,174,7,0,24,784
1,5,174,7,3,36,303
1,5,174,7,3,36,67
4,22,58,7,3,36,29
1,20,185,7,3,36,24
1,18,172,67,2,33,512
4,9,200,7,5,19,62
1,18,172,67,1,55,214
1,18,172,67,3,36,36
1,18,172,67,4,26,140
1,18,172,67,4,26,814
1,18,172,67,2,33,512
4,6,49,7,1,55,245
1,18,172,67,2,33,512
1,8,72,7,3,36,29
1,5,174,67,6,20,231
1,18,172,67,4,26,302
1,5,174,67,6,20,696
1,20,185,7,3,36,284
1,18,172,67,3,36,553
2,2,36,7,5,19,62
1,18,172,67,2,33,443
1,18,172,67,2,33,512
1,5,174,1,6,20,450
1,5,241,7,1,55,245
4,11,110,1,0,24,30
1,5,174,6,4,26,403
1,17,161,7,5,19,656
1,5,174,1,6,20,307
4,22,87,7,1,55,937
4,22,0,7,1,55,937
1,18,172,67,3,36,484
4,22,75,1,6,20,66
4,22,58,7,3,36,24
1,18,172,67,3,36,912
4,22,54,7,3,36,29
4,22,54,7,3,36,29
4,22,54,7,3,36,29
1,18,172,67,4,26,302
1,8,0,7,1,55,523
1,5,174,7,3,36,553
1,5,174,1,0,24,557
3,14,150,7,4,26,800
1,17,129,7,1,55,322
1,17,161,7,4,26,800
4,22,58,7,2,33,443
1,18,172,67,2,33,443
1,18,172,43,2,33,348
1,18,172,67,2,33,348
1,5,174,1,6,20,231
1,17,41,7,4,26,706
1,18,172,67,4,26,140
1,18,172,67,3,36,29
1,18,172,67,2,33,793
1,5,174,67,6,14,582
1,18,172,67,3,36,936
4,22,169,7,2,33,348
1,20,185,7,3,36,553
1,18,172,67,3,36,67
4,11,189,7,1,55,201
4,22,231,23,6,14,320
1,17,161,7,2,33,512
1,18,172,67,4,26,302
1,5,174,7,3,36,871
1,18,172,67,2,33,348
4,11,176,7,5,19,774
4,22,169,7,2,33,348
1,5,174,23,6,20,821
4,11,148,7,4,26,706
1,8,72,7,1,55,199
1,18,172,67,1,55,245
1,18,172,67,3,36,936
1,0,0,67,3,36,29
4,11,189,7,0,24,204
1,8,72,7,1,55,937
1,5,174,7,0,24,355
4,19,229,7,4,26,403
1,18,172,67,3,36,36
1,5,174,1,6,20,231
1,18,172,67,3,36,484
4,22,231,7,1,55,616
2,2,36,7,1,55,937
4,22,231,7,1,55,616
1,8,72,7,1,55,523
1,18,172,67,2,33,512
1,20,27,7,2,33,793
4,22,58,7,3,36,281
1,8,72,7,1,55,515
1,5,174,1,6,20,47
1,10,247,7,1,55,523
4,22,169,7,1,55,199
4,22,58,7,3,36,847
1,8,72,7,1,55,937
4,22,58,7,3,36,847
1,18,172,67,1,55,245
4,22,169,6,1,55,199
1,18,172,67,2,33,443
1,20,27,7,2,33,443
1,18,172,67,1,55,515
1,18,172,67,1,55,515
1,18,172,67,5,19,110
1,18,172,67,2,33,348
1,8,72,7,1,55,937
1,8,72,7,3,36,553
1,18,172,67,2,33,443
1,8,72,7,3,36,553
2,2,36,7,5,19,62
1,18,172,67,2,33,512
1,18,172,67,2,33,512
1,18,172,67,3,36,471
1,5,241,7,2,33,512
1,0,0,7,1,55,515
1,5,174,7,3,36,555
1,18,172,67,3,36,138
1,5,174,7,3,36,138
1,5,174,7,3,36,138
1,8,72,7,1,55,322
1,8,72,7,1,55,199
1,8,72,7,1,55,201
1,18,172,67,3,36,876
1,17,108,7,3,36,871
1,18,172,67,3,36,876
